Target,Marital status,Application mode,Application order,Course,Daytime/evening attendance	=0,Daytime/evening attendance	=1,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced=0,Displaced=1,Educational special needs=0,Educational special needs=1,Debtor=0,Debtor=1,Tuition fees up to date=0,Tuition fees up to date=1,Gender=0,Gender=1,Scholarship holder=0,Scholarship holder=1,Age at enrollment,International=0,International=1,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
Enrolled,-0.295,-1.011,0.207,0.14072,0,1,-0.350,-0.3498,-0.126,-1.190,-1.387,-0.074,-0.199,-0.4612,1,0,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,-0.512,0.168,0.095,0.0328669,-0.199,-0.282,-0.561,1.251,-0.808,0.627573,-0.199,-1.001,0.124,1.5456
Dropout,-0.295,1.849,-0.554,-0.40839,1,0,-0.350,-0.9565,-0.126,-1.190,-1.387,-0.264,-0.278,0.1051,1,0,1,0,0,1,1,0,0,1,1,0,0.360,1,0,0.547,0.697,1.125,-0.228,-0.0290766,-0.199,2.324,1.716,2.011,0.851,0.0380724,-0.199,0.313,-0.527,0.7878
Graduate,1.356,1.163,-0.554,0.07093,0,1,-0.350,0.0369,-0.126,1.118,0.960,-0.112,-0.160,1.5899,1,0,1,0,1,0,0,1,0,1,1,0,1.019,1,0,-0.301,-0.109,0.407,0.418,0.900077,-0.199,-0.282,-0.106,0.744,0.187,0.435643,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.44412,0,1,-0.350,0.7118,-0.126,-1.190,-0.213,-0.074,-0.080,0.6299,1,0,1,0,0,1,0,1,0,1,0,1,-0.562,1,0,-0.301,-0.109,-0.550,0.418,0.418294,-0.199,-0.282,-0.106,-0.523,0.519,0.723539,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,1.163,-0.554,0.44412,0,1,1.412,-2.4732,-0.126,1.118,0.960,-0.415,-0.437,0.0706,0,1,1,0,1,0,0,1,0,1,1,0,0.624,1,0,-0.301,-0.109,-0.311,0.418,0.521533,-0.199,-0.282,-0.106,-0.523,0.519,0.659562,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,1.2427,-0.126,-0.036,0.960,-0.074,-0.080,2.1492,0,1,1,0,1,0,0,1,0,1,0,1,-0.430,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Graduate,1.356,-1.011,0.207,-0.40839,1,0,-0.350,-1.7148,-0.126,1.118,-1.387,-0.074,-0.041,-1.2623,0,1,1,0,1,0,0,1,1,0,1,0,2.601,1,0,-0.301,-0.109,-0.550,0.418,0.48712,-0.199,-0.282,-0.106,-0.523,0.519,0.435643,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,1.163,-0.554,-4.20952,0,1,1.412,0.0369,14.338,-1.190,-0.213,-0.339,-0.160,-1.1725,1,0,1,0,1,0,0,1,0,1,0,1,0.229,0,1,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,1.163,-0.554,0.18483,0,1,1.412,0.0369,-0.126,1.118,0.960,-0.074,-0.080,-0.4819,1,0,0,1,0,1,0,1,1,0,1,0,2.206,1,0,-0.301,-0.109,1.125,-0.875,-0.132316,-0.199,-0.282,-0.106,0.491,-1.140,0.915469,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,1.449,-0.554,0.11067,0,1,3.370,1.3185,0.597,-0.933,-1.191,-0.377,-0.397,1.5899,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,0,1,0.547,-0.109,-0.311,0.418,0.555946,-0.199,0.239,-0.106,2.011,0.187,0.603582,-0.199,0.313,-0.527,0.7878
Graduate,1.356,1.163,-0.554,-0.40839,1,0,0.727,0.0369,-0.126,1.118,0.960,-0.074,-0.397,-0.9653,1,0,1,0,1,0,0,1,1,0,1,0,2.997,1,0,-0.301,-0.109,1.125,-0.552,0.349468,-0.199,-0.282,-0.106,-0.523,0.519,0.595585,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,1.849,-0.554,-4.27640,0,1,-0.350,-0.8807,-0.126,-0.036,0.960,-0.226,-0.160,-0.5786,1,0,1,0,1,0,0,1,1,0,1,0,0.360,1,0,5.631,5.940,3.518,4.943,0.524662,-0.199,4.930,3.538,2.517,3.173,0.271131,-0.199,-1.001,0.124,1.5456
Graduate,1.356,1.163,-0.554,0.31180,0,1,-0.350,0.0369,-0.126,-1.062,-1.387,-0.226,-0.239,1.5070,1,0,1,0,1,0,0,1,1,0,0,1,1.415,1,0,-0.301,0.294,-0.311,0.418,0.386634,-0.199,-0.282,0.805,0.237,0.851,0.545317,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-0.038,0.968,0.48289,0,1,-0.350,-0.8048,-0.126,1.182,0.960,-0.074,-0.239,-0.4612,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,3.252,0.31180,0,1,-0.350,0.7877,-0.126,-0.036,-0.213,-0.074,-0.080,0.0015,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.697,-0.072,0.741,0.608057,-0.199,-0.282,0.805,-0.016,0.851,0.644024,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-1.011,-0.554,0.33895,0,1,-0.350,-0.7290,-0.126,-0.036,-0.213,-0.264,-0.080,-0.9101,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,0.168,0.741,0.106282,-0.199,-0.282,0.805,0.491,1.182,0.229317,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,1.163,-0.554,-0.40839,1,0,-0.350,-0.9565,-0.126,1.182,0.960,-0.074,-0.160,-1.3106,1,0,1,0,1,0,0,1,0,1,0,1,1.810,1,0,0.123,0.294,0.168,0.418,0.251144,-0.199,0.239,-0.106,-0.269,0.187,0.339678,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.095,-0.554,-4.20952,0,1,-0.350,-1.4115,-0.126,-0.036,1.025,-0.074,-0.160,0.1465,1,0,1,0,1,0,0,1,0,1,0,1,-0.035,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,1.392,-0.554,0.10340,0,1,-0.350,-1.4115,-0.126,-0.036,1.025,-0.074,-0.160,0.6161,1,0,1,0,1,0,0,1,0,1,1,0,0.360,1,0,3.512,3.117,1.364,3.004,0.693599,-0.199,3.367,3.082,1.251,2.841,0.649719,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-0.496,0.207,0.44412,0,1,-0.350,1.6522,2.911,-0.036,1.025,-0.301,-0.239,1.8937,0,1,1,0,1,0,1,0,1,0,1,0,-0.694,0,1,-0.301,-0.109,-0.072,0.095,0.280641,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Enrolled,-0.295,-0.210,-0.554,0.31180,0,1,-0.350,4.3518,15.350,-1.062,-1.322,4.204,-0.278,4.3522,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,0,1,-0.301,0.294,1.604,-0.228,0.192888,-0.199,-0.282,0.350,0.491,0.187,0.420288,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,1.730,0.31180,0,1,-0.350,0.2568,-0.126,-1.062,-1.256,-0.339,-0.358,0.3813,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,-0.072,0.741,0.528121,-0.199,-0.282,0.805,-0.016,1.182,0.543604,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.496,0.207,0.11067,0,1,-0.350,2.3271,2.911,-0.036,-1.387,-0.264,-0.080,2.5084,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,0,1,-0.301,-0.109,0.407,0.418,0.590359,-0.199,-0.282,-0.106,0.997,0.519,0.339678,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-0.5015,-0.126,-1.190,-1.256,-0.264,-0.318,-0.3093,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-0.550,0.418,0.555946,-0.199,-0.282,-0.106,-0.016,0.187,0.493222,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,-0.095,1.730,0.12715,0,1,-0.350,-0.8048,8.697,-1.190,-1.387,6.816,6.333,-0.4128,0,1,1,0,1,0,0,1,0,1,1,0,-0.430,0,1,-0.301,-0.512,0.407,-0.228,0.745218,-0.199,-0.282,-0.561,1.504,-1.140,-0.0441835,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-0.095,-0.554,0.10340,0,1,-0.350,0.3327,-0.126,-1.190,-1.387,-0.377,-0.239,0.3330,1,0,1,0,1,0,0,1,1,0,0,1,-0.167,1,0,-0.301,-0.109,-0.311,0.418,0.315054,-0.199,-0.282,-0.106,0.237,-0.145,0.339678,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,0.968,0.31180,0,1,-0.350,0.4843,-0.126,-0.036,-1.387,-0.074,-0.239,0.5540,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.697,-0.072,0.741,0.324887,-0.199,-0.282,0.805,-0.016,0.851,0.380805,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-0.095,-0.554,0.19258,0,1,-0.350,0.7118,-0.126,-0.036,1.090,-0.226,-0.278,1.0167,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.072,0.418,0.418294,-0.199,-0.282,-0.106,-0.523,0.519,0.531608,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,0.968,0.44412,0,1,-0.350,0.0369,-0.126,1.182,1.025,-0.226,-0.239,0.2985,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.339635,-0.199,-0.282,-0.106,-0.523,0.519,0.627573,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,3.252,0.19258,0,1,-0.350,-0.5015,-0.126,1.182,0.960,-0.226,-0.160,-0.2126,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.48712,-0.199,-0.282,-0.106,-0.523,0.519,0.531608,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-1.011,0.207,0.19258,0,1,-0.350,-0.1223,-0.126,-0.997,-1.256,-0.150,-0.278,-0.0606,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.072,0.418,0.310138,-0.199,-0.282,-0.106,-0.523,0.519,0.179735,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-0.095,3.252,0.31180,0,1,-0.350,-0.1223,-0.126,-1.190,-0.213,-0.150,-0.160,-0.0330,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.294,-0.072,0.741,0.667936,-0.199,-0.282,0.805,0.237,0.851,0.548059,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,-0.095,-0.554,0.48289,0,1,-0.350,-1.8665,-0.126,-0.036,-1.387,-0.226,-0.239,-1.3590,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-0.095,1.730,0.18483,0,1,-0.350,0.0369,-0.126,-1.190,-0.213,-0.074,-0.239,-2.2084,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,0.886,0.418,0.211815,-0.199,-0.282,-0.106,-0.269,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-1.011,0.207,0.11067,0,1,-0.350,-0.8048,-0.126,-1.062,-1.387,-0.264,-0.160,-0.7512,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,1.125,0.418,0.518886,-0.199,-0.282,-0.106,0.997,-0.476,0.147747,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-1.011,1.730,0.10340,0,1,-0.350,0.7877,-0.126,-1.190,-1.387,-0.074,-0.160,0.5264,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.796838,-0.199,-0.282,-0.106,-0.523,0.519,0.49962,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,3.252,0.31180,0,1,-0.350,0.1810,-0.126,-0.036,-0.213,-0.150,-0.160,0.0706,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.294,-0.311,0.741,0.784744,-0.199,-0.282,0.805,-0.016,1.182,0.657562,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.095,0.207,0.44412,0,1,-0.350,1.1668,-0.126,-1.062,1.025,-0.339,-0.199,1.1893,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.93449,-0.199,-0.282,-0.106,-0.269,0.519,0.778376,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,-0.554,0.14072,0,1,-0.350,0.1052,-0.126,-0.036,1.025,-0.264,-0.120,0.1742,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.512,-0.790,0.095,0.19805,-0.199,-0.282,-0.561,0.997,-0.145,0.459634,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-0.095,-0.554,0.44412,0,1,-0.350,-0.8048,-0.126,-1.190,-1.387,-0.264,-0.160,-0.7029,0,1,1,0,0,1,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.211815,-0.199,-0.282,-0.106,-0.523,0.519,0.403654,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,1.449,-0.554,0.07093,0,1,3.370,2.0768,-0.126,1.118,1.025,-0.074,-0.199,2.2805,1,0,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,-0.109,-0.072,0.418,0.40969,-0.199,-0.282,-0.106,0.491,0.519,0.569994,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,-0.153,0.207,0.18483,0,1,-0.350,-0.5015,-0.126,1.182,0.960,-0.301,-0.239,0.0084,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,1.364,-0.552,0.418294,-0.199,-0.282,-0.106,-0.269,0.519,0.147747,-0.199,-0.813,-1.467,-1.3755
Enrolled,-0.295,-0.095,-0.554,0.13248,0,1,-0.350,0.4085,-0.126,-1.126,-0.213,-0.339,-0.199,-0.0468,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.452707,1.248,-0.282,-0.106,-0.016,0.519,0.531608,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,-1.3357,-0.126,1.182,1.025,-0.112,-0.160,-0.9722,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,-0.311,0.418,0.251144,-0.199,-0.282,-0.106,-0.016,0.519,0.559027,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-0.095,0.207,0.48289,0,1,-0.350,0.6360,-0.126,-1.062,-1.387,-0.377,-0.239,0.2225,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-0.072,0.095,0.156754,1.248,-0.282,-0.106,-0.269,-0.145,0.0997644,-0.199,0.426,1.788,-0.7499
Enrolled,-0.295,1.392,-0.554,0.13248,0,1,-0.350,-2.4732,5.659,-1.062,-1.191,-0.301,-0.358,-1.8631,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,0,1,-0.301,-0.512,0.407,0.095,0.87058,2.696,-0.282,-0.561,-0.269,0.187,0.942888,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-0.1982,-0.126,-0.036,-0.213,-0.150,-0.160,-0.3714,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-0.311,0.418,0.841083,-0.199,-0.282,-0.106,-0.523,0.519,1.07541,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.210,-0.554,0.39420,0,1,-0.350,-0.1982,3.490,1.438,-1.387,-0.339,-0.160,0.2087,1,0,0,1,0,1,0,1,1,0,1,0,-0.430,0,1,-0.301,-0.109,-0.550,0.418,0.590359,-0.199,-0.282,-0.106,0.237,0.187,0.531608,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-0.038,-0.554,0.13248,0,1,-0.350,0.1810,-0.126,1.182,-0.213,-0.074,-0.239,-0.3645,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.512,-0.311,-0.228,0.177402,-0.199,-0.282,-0.561,-0.776,0.187,0.41645,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-0.667,-0.554,0.14072,0,1,-0.154,-0.9565,-0.126,-1.190,1.090,-0.264,-0.160,-0.4819,1,0,1,0,1,0,0,1,1,0,1,0,1.283,1,0,0.547,-0.512,0.168,-0.875,0.693599,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-1.011,-0.554,0.48289,0,1,-0.350,1.1668,-0.126,-0.036,-0.213,-0.264,-0.239,1.1410,1,0,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.294,-0.072,0.418,0.452707,-0.199,-0.282,-0.106,-0.523,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.095,0.207,0.33895,0,1,-0.350,0.2568,-0.126,-1.190,-1.387,-0.074,-0.080,0.0913,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.294,-0.311,0.741,0.575611,-0.199,-0.282,0.805,-0.016,1.182,0.867486,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-0.095,-0.554,0.10340,0,1,-0.350,-1.8665,-0.126,-0.036,-1.387,-0.264,-0.318,-1.0413,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,1.449,-0.554,0.07093,0,1,3.370,0.5602,-0.126,1.182,1.025,-0.188,-0.318,0.8993,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,2.322,-0.552,0.211815,-0.199,-0.282,-0.106,1.504,-0.145,0.243712,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-1.011,0.968,0.44412,0,1,-0.350,1.5460,-0.126,-1.062,-1.387,-0.339,-0.120,0.7335,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,1.10656,-0.199,-0.282,-0.106,-0.269,0.519,0.787515,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,0.1810,-0.126,-0.036,-0.213,-0.074,-0.239,0.5540,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.109,-0.550,0.418,0.659185,-0.199,-0.282,-0.106,-0.523,0.519,0.307689,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,2.491,0.31180,0,1,-0.350,1.0152,-0.126,-0.036,0.960,-0.150,-0.160,0.4711,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.697,0.168,1.064,0.535126,1.248,-0.282,0.805,0.237,1.182,0.576232,1.127,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,0.207,0.44412,0,1,-0.350,-0.1982,-0.126,-0.036,-0.213,-0.074,-0.080,-0.0054,0,1,1,0,1,0,0,1,0,1,0,1,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.693599,-0.199,-0.282,-0.106,-0.523,0.519,0.755527,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,-0.095,0.207,0.19258,0,1,-0.350,-1.4873,-0.126,-1.190,-1.322,-0.226,-0.318,-1.4004,0,1,1,0,0,1,0,1,0,1,0,1,-0.562,1,0,-0.301,-0.109,1.364,-0.875,-0.132316,-0.199,-0.282,-0.106,-0.523,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,1.392,-0.554,-0.40839,1,0,-0.350,0.9924,2.911,1.118,0.960,-0.074,-0.080,1.2929,0,1,1,0,1,0,0,1,1,0,1,0,0.229,0,1,3.089,3.923,1.843,3.327,0.555946,-0.199,5.452,3.082,1.251,2.178,0.392022,-0.199,0.876,-1.105,0.3472
Enrolled,-0.295,-0.095,0.968,0.10340,0,1,-0.350,0.9393,-0.126,-1.062,-1.256,-0.264,-0.278,1.8040,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,-0.109,-0.550,0.418,0.383881,-0.199,-0.282,-0.106,-0.523,0.519,0.787515,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-1.011,-0.554,-0.40839,1,0,-0.350,-0.5015,-0.126,1.182,0.960,-0.226,-0.239,-0.5717,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-0.550,0.418,0.383881,-0.199,-0.282,-0.106,-0.523,0.519,0.243712,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-0.095,-0.554,0.54977,1,0,-0.350,2.0768,-0.126,0.925,0.764,-0.415,-0.437,2.4048,0,1,1,0,0,1,0,1,0,1,1,0,1.283,1,0,-0.301,-0.512,-0.072,-0.875,-0.0290766,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,-0.038,1.730,0.12715,0,1,-0.350,0.1052,-0.126,-0.036,1.025,6.929,6.491,-0.1435,0,1,1,0,0,1,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.512,0.646,-0.552,0.00533646,-0.199,-0.282,-0.561,0.237,-0.476,0.211724,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,-1.011,-0.554,0.12715,0,1,-0.350,2.3043,-0.126,-0.036,0.960,-0.226,-0.120,1.6451,0,1,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.512,0.168,-0.228,-0.0290766,-0.199,-0.282,-0.561,0.744,-0.808,0.0517818,3.781,-1.489,0.992,0.1401
Graduate,-0.295,-0.210,-0.554,0.14072,0,1,-0.350,-0.1982,3.490,-1.190,-1.387,-0.339,-0.318,0.2087,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,0,1,-0.301,-0.512,0.407,-0.228,0.280641,-0.199,-0.282,-0.561,-0.523,0.187,0.224519,-0.199,-0.175,-0.454,0.8891
Enrolled,-0.295,-1.011,0.207,-4.20952,0,1,-0.350,2.4560,-0.126,-1.062,-1.256,-0.339,-0.358,2.5291,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,1.392,-0.554,0.14072,0,1,-0.350,0.7118,-0.126,1.182,-0.213,4.923,6.333,-0.8272,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,0.646,0.095,0.177402,-0.199,-0.282,-0.561,0.237,-0.808,0.0837702,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,-1.011,-0.554,0.44412,0,1,-0.350,1.7735,-0.126,-0.036,-1.387,-0.226,-0.041,0.6783,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.693599,-0.199,-0.282,-0.106,-0.523,0.519,0.627573,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.095,2.491,0.48289,0,1,-0.350,0.6360,-0.126,-1.062,-0.213,-0.339,-0.160,0.2708,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.590359,-0.199,-0.282,-0.106,-0.016,0.187,0.454836,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,0.968,0.31180,0,1,-0.350,0.7877,-0.126,-0.036,0.960,-0.150,-0.160,0.0015,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.697,-0.072,1.064,0.502348,-0.199,-0.282,0.805,-0.016,1.182,0.545763,-0.199,-0.813,-1.467,-1.3755
Dropout,1.356,1.163,-0.554,0.31180,0,1,1.412,0.0369,-0.126,1.182,1.025,-0.339,-0.041,-0.4819,1,0,1,0,1,0,0,1,1,0,1,0,1.810,1,0,-0.301,0.294,0.168,-0.875,0.022543,-0.199,-0.282,0.350,0.237,-1.472,-1.96349,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,0.0293,-0.126,1.182,-1.387,-0.339,-0.278,-0.0675,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.109,0.646,-1.198,0.280641,-0.199,-0.282,-0.561,0.491,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,-0.554,0.19258,0,1,-0.350,2.9868,5.659,1.118,0.960,-0.226,-0.239,1.8523,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,0,1,-0.301,-0.109,-0.550,0.418,0.693599,-0.199,-0.282,-0.106,-0.523,0.519,0.595585,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-0.210,-0.554,0.18483,0,1,-0.350,0.5602,3.490,-0.036,-0.213,-0.074,-0.199,0.8993,1,0,1,0,1,0,0,1,0,1,1,0,-0.299,0,1,-0.301,-0.109,-0.311,0.418,0.349468,-0.199,-0.282,-0.106,-0.269,0.519,0.613864,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.095,-0.554,0.31180,0,1,-0.350,0.7118,-0.126,1.182,-1.387,-0.226,-0.278,0.6645,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.294,-0.311,0.741,0.582985,-0.199,-0.282,0.805,0.237,1.182,0.87495,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,1.163,-0.554,-0.40839,1,0,-0.350,0.5602,-0.126,-0.036,-1.387,-0.074,-0.120,-1.5178,1,0,1,0,1,0,0,1,1,0,1,0,0.360,1,0,-0.301,-0.109,1.364,-0.552,0.00533646,1.248,-0.282,-0.106,0.237,0.187,0.186133,-0.199,1.477,1.137,-1.7897
Enrolled,-0.295,1.163,-0.554,0.14072,0,1,0.727,0.0369,-0.126,1.118,0.960,-0.074,-0.160,0.8578,1,0,1,0,0,1,0,1,1,0,1,0,2.338,1,0,-0.301,-0.512,-0.550,0.095,0.19805,-0.199,-0.282,-0.561,-0.016,0.187,0.378064,-0.199,-1.489,0.992,0.1401
